region_name,region_risk_level,recorded_at,year,month,day_of_year,is_rainy_season,rainfall_mm,temperature_c,humidity_pct,wind_speed_ms,soil_moisture_pct,risk_level
Nyabarongo Basin (Muhanga),moderate,2018-06-05,2018,6,156,0,2.96,17.5,84.22,1.41,82.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-06-06,2018,6,157,0,0.09,16.66,81.41,1.07,82.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-06-07,2018,6,158,0,0.18,16.84,81.95,1.13,82.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-06-08,2018,6,159,0,0.28,16.86,82.78,1.24,82.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-06-09,2018,6,160,0,0.0,17.2,78.64,1.01,81.0,low
Nyabarongo Basin (Muhanga),moderate,2018-06-10,2018,6,161,0,0.0,17.37,80.03,1.11,81.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-06-11,2018,6,162,0,0.0,16.64,78.67,1.33,80.0,low
Nyabarongo Basin (Muhanga),moderate,2018-06-12,2018,6,163,0,0.0,15.96,79.62,1.5,80.0,low
Nyabarongo Basin (Muhanga),moderate,2018-06-13,2018,6,164,0,0.01,16.92,80.14,1.26,80.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-06-14,2018,6,165,0,0.11,17.93,82.55,1.18,79.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-06-15,2018,6,166,0,0.23,18.25,78.83,1.01,79.0,low
Nyabarongo Basin (Muhanga),moderate,2018-06-16,2018,6,167,0,0.0,17.54,78.18,1.29,79.0,low
Nyabarongo Basin (Muhanga),moderate,2018-06-17,2018,6,168,0,0.0,17.05,76.03,1.19,79.0,low
Nyabarongo Basin (Muhanga),moderate,2018-06-18,2018,6,169,0,0.67,17.2,76.98,1.22,78.0,low
Nyabarongo Basin (Muhanga),moderate,2018-06-19,2018,6,170,0,5.21,17.08,81.56,1.3,79.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-06-20,2018,6,171,0,1.78,17.23,80.66,1.18,79.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-06-21,2018,6,172,0,6.64,16.98,86.89,1.45,79.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-06-22,2018,6,173,0,5.2,17.02,86.44,1.29,80.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-06-23,2018,6,174,0,0.89,17.47,82.31,1.17,80.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-06-24,2018,6,175,0,0.23,17.61,81.22,1.2,79.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-06-25,2018,6,176,0,0.1,17.53,80.44,1.49,79.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-06-26,2018,6,177,0,0.06,16.79,79.59,1.55,79.0,low
Nyabarongo Basin (Muhanga),moderate,2018-06-27,2018,6,178,0,0.0,16.76,78.73,1.55,78.0,low
Nyabarongo Basin (Muhanga),moderate,2018-06-28,2018,6,179,0,0.0,16.76,78.43,1.51,78.0,low
Nyabarongo Basin (Muhanga),moderate,2018-06-29,2018,6,180,0,0.39,17.14,82.87,1.46,77.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-06-30,2018,6,181,0,0.01,17.74,82.25,1.67,77.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-07-01,2018,7,182,0,0.0,17.63,80.66,1.47,77.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-07-02,2018,7,183,0,0.0,17.31,78.32,1.46,76.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-03,2018,7,184,0,0.0,17.45,78.65,1.59,76.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-04,2018,7,185,0,0.0,17.42,79.82,1.71,76.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-05,2018,7,186,0,0.03,16.3,80.09,1.82,76.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-07-06,2018,7,187,0,0.0,15.18,78.58,1.78,75.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-07,2018,7,188,0,0.01,15.29,78.91,1.73,75.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-08,2018,7,189,0,0.04,15.63,79.24,1.53,75.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-09,2018,7,190,0,0.0,16.25,77.41,1.41,75.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-10,2018,7,191,0,0.01,16.97,78.1,1.36,74.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-11,2018,7,192,0,0.02,17.18,78.87,1.51,74.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-12,2018,7,193,0,0.19,17.25,79.5,1.52,74.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-13,2018,7,194,0,0.01,17.63,77.67,1.29,74.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-14,2018,7,195,0,0.0,17.78,74.73,1.53,73.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-15,2018,7,196,0,0.0,17.31,72.93,1.74,73.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-16,2018,7,197,0,0.01,16.14,76.5,1.89,73.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-17,2018,7,198,0,0.01,16.2,74.98,1.53,73.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-18,2018,7,199,0,0.0,15.91,75.02,1.58,72.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-19,2018,7,200,0,0.02,16.44,76.19,1.56,72.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-20,2018,7,201,0,0.0,16.62,75.3,1.58,72.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-21,2018,7,202,0,0.0,16.63,75.64,1.57,72.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-22,2018,7,203,0,0.0,16.94,75.6,1.91,71.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-23,2018,7,204,0,0.0,16.66,76.11,2.0,71.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-24,2018,7,205,0,0.0,16.15,76.6,1.83,71.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-25,2018,7,206,0,0.07,16.62,75.83,1.49,71.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-26,2018,7,207,0,0.65,16.64,78.05,1.48,71.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-27,2018,7,208,0,2.7,17.32,80.11,1.62,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-07-28,2018,7,209,0,1.0,17.3,78.11,1.41,71.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-29,2018,7,210,0,1.5,18.21,78.27,1.3,71.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-30,2018,7,211,0,5.17,17.41,79.3,0.86,72.0,low
Nyabarongo Basin (Muhanga),moderate,2018-07-31,2018,7,212,0,6.29,18.52,79.43,1.08,72.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-01,2018,8,213,0,3.73,18.27,83.8,1.28,73.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-08-02,2018,8,214,0,6.35,19.22,79.61,0.97,74.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-03,2018,8,215,0,6.84,19.37,76.07,1.39,75.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-04,2018,8,216,0,1.03,19.4,74.88,1.61,74.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-05,2018,8,217,0,0.05,18.33,72.02,1.84,74.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-06,2018,8,218,0,3.43,17.73,73.43,1.48,73.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-07,2018,8,219,0,0.75,19.09,72.13,1.39,73.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-08,2018,8,220,0,0.0,19.73,67.19,1.54,73.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-09,2018,8,221,0,0.0,18.99,65.36,1.55,72.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-10,2018,8,222,0,0.0,19.2,60.62,1.48,71.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-11,2018,8,223,0,0.01,18.74,66.55,1.86,71.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-12,2018,8,224,0,0.0,18.27,69.92,1.79,70.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-13,2018,8,225,0,0.0,18.12,70.11,1.94,70.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-14,2018,8,226,0,0.0,17.61,69.93,1.88,70.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-15,2018,8,227,0,0.0,17.54,65.21,1.67,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-16,2018,8,228,0,0.0,17.69,65.08,1.5,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-17,2018,8,229,0,0.0,18.66,65.15,1.38,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-18,2018,8,230,0,0.0,19.44,65.64,1.18,68.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-19,2018,8,231,0,0.15,19.9,64.78,1.41,68.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-20,2018,8,232,0,0.29,19.83,69.42,1.65,68.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-21,2018,8,233,0,0.4,20.13,69.71,1.48,68.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-22,2018,8,234,0,2.37,20.49,72.04,1.14,68.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-23,2018,8,235,0,24.05,19.13,83.76,1.36,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-08-24,2018,8,236,0,2.32,17.69,87.87,1.1,73.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-08-25,2018,8,237,0,0.42,18.7,80.47,1.48,73.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-08-26,2018,8,238,0,1.33,20.13,72.79,0.86,72.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-27,2018,8,239,0,2.74,18.48,83.72,1.04,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-08-28,2018,8,240,0,0.24,19.61,70.15,1.42,72.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-29,2018,8,241,0,3.83,19.06,74.35,1.33,72.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-30,2018,8,242,0,0.92,18.54,77.57,1.63,72.0,low
Nyabarongo Basin (Muhanga),moderate,2018-08-31,2018,8,243,0,0.33,19.4,72.32,1.56,71.0,low
Nyabarongo Basin (Muhanga),moderate,2018-09-01,2018,9,244,1,0.31,19.71,73.02,1.63,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-09-02,2018,9,245,1,1.38,20.18,72.33,1.53,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-09-03,2018,9,246,1,0.4,20.73,67.64,1.49,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-09-04,2018,9,247,1,4.2,19.33,74.43,1.6,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-09-05,2018,9,248,1,2.82,19.29,75.14,1.72,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-09-06,2018,9,249,1,2.41,19.73,73.12,1.63,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-09-07,2018,9,250,1,3.69,20.27,70.65,1.71,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-09-08,2018,9,251,1,0.58,20.62,67.97,1.22,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-09-09,2018,9,252,1,2.39,19.74,74.26,1.5,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-09-10,2018,9,253,1,0.53,20.43,70.18,1.28,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-09-11,2018,9,254,1,1.21,20.39,70.76,1.21,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-09-12,2018,9,255,1,2.33,19.92,75.9,1.7,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-09-13,2018,9,256,1,8.47,19.98,72.45,1.66,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-09-14,2018,9,257,1,1.7,20.22,68.21,1.35,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-09-15,2018,9,258,1,0.87,21.49,63.8,1.54,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-09-16,2018,9,259,1,2.1,21.73,63.0,1.39,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-09-17,2018,9,260,1,3.54,20.5,67.89,1.39,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-09-18,2018,9,261,1,0.79,21.38,63.05,1.47,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-09-19,2018,9,262,1,2.53,21.42,65.36,1.62,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-09-20,2018,9,263,1,9.6,20.16,72.78,1.72,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-09-21,2018,9,264,1,1.33,20.36,71.44,1.54,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-09-22,2018,9,265,1,0.51,20.94,68.01,1.97,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-09-23,2018,9,266,1,0.72,20.48,68.81,1.79,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-09-24,2018,9,267,1,2.97,20.51,68.71,1.42,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-09-25,2018,9,268,1,2.85,20.35,70.77,1.71,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-09-26,2018,9,269,1,0.46,20.9,68.3,1.94,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-09-27,2018,9,270,1,0.94,20.91,69.46,1.86,68.0,low
Nyabarongo Basin (Muhanga),moderate,2018-09-28,2018,9,271,1,2.73,20.62,74.87,1.54,68.0,low
Nyabarongo Basin (Muhanga),moderate,2018-09-29,2018,9,272,1,1.46,19.78,76.06,1.76,68.0,low
Nyabarongo Basin (Muhanga),moderate,2018-09-30,2018,9,273,1,0.09,20.43,69.01,2.04,68.0,low
Nyabarongo Basin (Muhanga),moderate,2018-10-01,2018,10,274,1,0.0,18.99,66.43,1.82,68.0,low
Nyabarongo Basin (Muhanga),moderate,2018-10-02,2018,10,275,1,1.59,20.29,68.76,1.46,67.0,low
Nyabarongo Basin (Muhanga),moderate,2018-10-03,2018,10,276,1,6.13,19.43,75.31,1.26,68.0,low
Nyabarongo Basin (Muhanga),moderate,2018-10-04,2018,10,277,1,4.28,19.6,76.35,1.6,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-10-05,2018,10,278,1,8.04,19.94,71.86,1.16,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-10-06,2018,10,279,1,3.21,21.41,69.52,1.61,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-10-07,2018,10,280,1,0.3,21.9,66.42,1.44,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-10-08,2018,10,281,1,3.48,21.23,71.94,1.37,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-10-09,2018,10,282,1,3.69,20.29,76.45,1.25,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-10-10,2018,10,283,1,6.91,19.63,80.63,1.19,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-10-11,2018,10,284,1,10.06,19.66,79.96,1.04,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-10-12,2018,10,285,1,0.5,19.74,78.9,1.3,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-10-13,2018,10,286,1,0.75,19.8,76.04,1.22,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-10-14,2018,10,287,1,2.81,18.57,83.38,1.13,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-10-15,2018,10,288,1,0.47,20.32,74.3,1.29,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-10-16,2018,10,289,1,8.0,20.16,75.35,1.36,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-10-17,2018,10,290,1,4.57,19.88,77.07,1.18,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-10-18,2018,10,291,1,4.5,19.36,79.85,1.24,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-10-19,2018,10,292,1,5.45,18.43,86.35,1.06,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-10-20,2018,10,293,1,1.23,19.4,80.91,1.34,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-10-21,2018,10,294,1,0.42,20.27,73.15,1.91,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-10-22,2018,10,295,1,0.27,20.0,70.43,2.47,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-10-23,2018,10,296,1,0.76,19.86,73.17,2.56,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-10-24,2018,10,297,1,0.94,20.02,71.06,2.38,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-10-25,2018,10,298,1,0.64,19.23,74.49,2.23,68.0,low
Nyabarongo Basin (Muhanga),moderate,2018-10-26,2018,10,299,1,0.69,19.56,75.96,1.97,68.0,low
Nyabarongo Basin (Muhanga),moderate,2018-10-27,2018,10,300,1,2.98,19.13,78.87,1.68,68.0,low
Nyabarongo Basin (Muhanga),moderate,2018-10-28,2018,10,301,1,1.52,20.61,73.92,1.58,68.0,low
Nyabarongo Basin (Muhanga),moderate,2018-10-29,2018,10,302,1,1.94,20.6,74.99,1.31,68.0,low
Nyabarongo Basin (Muhanga),moderate,2018-10-30,2018,10,303,1,10.36,19.91,79.21,0.56,68.0,low
Nyabarongo Basin (Muhanga),moderate,2018-10-31,2018,10,304,1,19.31,19.04,84.37,0.78,71.0,high
Nyabarongo Basin (Muhanga),moderate,2018-11-01,2018,11,305,1,13.95,19.84,81.01,0.82,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-02,2018,11,306,1,2.45,18.66,88.13,0.86,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-03,2018,11,307,1,4.35,18.87,82.91,1.3,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-04,2018,11,308,1,10.9,18.53,83.95,1.6,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-05,2018,11,309,1,0.44,19.44,78.54,1.45,73.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-06,2018,11,310,1,0.2,20.11,75.31,1.41,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-07,2018,11,311,1,2.63,20.23,75.99,1.49,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-08,2018,11,312,1,1.08,20.54,73.83,1.3,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-09,2018,11,313,1,1.34,20.16,75.02,1.36,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-10,2018,11,314,1,5.12,19.78,79.05,1.35,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-11,2018,11,315,1,14.15,19.47,81.45,1.19,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-12,2018,11,316,1,0.44,20.21,77.06,1.37,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-13,2018,11,317,1,1.88,19.02,86.04,1.15,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-14,2018,11,318,1,0.94,19.11,83.01,0.86,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-15,2018,11,319,1,1.17,18.51,86.64,0.77,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-16,2018,11,320,1,0.55,18.84,82.8,1.52,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-17,2018,11,321,1,1.67,20.34,73.96,1.35,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-18,2018,11,322,1,7.68,19.97,78.15,1.14,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-19,2018,11,323,1,0.99,20.43,77.74,1.11,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-20,2018,11,324,1,1.09,19.65,79.78,1.15,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-21,2018,11,325,1,1.49,20.06,77.65,1.21,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-22,2018,11,326,1,4.64,19.95,78.42,1.03,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-23,2018,11,327,1,1.16,20.16,77.29,1.33,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-24,2018,11,328,1,1.62,18.98,82.76,1.26,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-25,2018,11,329,1,1.93,19.49,82.11,1.34,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-26,2018,11,330,1,2.27,19.26,80.81,1.38,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-27,2018,11,331,1,1.02,19.84,77.86,1.68,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-28,2018,11,332,1,2.64,18.97,80.33,1.28,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-29,2018,11,333,1,0.61,19.81,76.61,1.23,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-11-30,2018,11,334,1,2.47,19.06,77.01,1.39,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-12-01,2018,12,335,1,0.83,19.92,75.45,1.39,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-12-02,2018,12,336,1,1.37,19.82,76.11,1.16,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-12-03,2018,12,337,1,1.54,20.0,75.8,1.11,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-12-04,2018,12,338,1,1.57,19.96,78.74,0.99,68.0,low
Nyabarongo Basin (Muhanga),moderate,2018-12-05,2018,12,339,1,1.75,18.86,84.5,1.11,68.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-12-06,2018,12,340,1,0.52,19.14,79.63,0.97,68.0,low
Nyabarongo Basin (Muhanga),moderate,2018-12-07,2018,12,341,1,0.77,19.0,78.04,1.06,68.0,low
Nyabarongo Basin (Muhanga),moderate,2018-12-08,2018,12,342,1,17.5,18.22,87.64,1.09,70.0,high
Nyabarongo Basin (Muhanga),moderate,2018-12-09,2018,12,343,1,6.51,18.77,83.41,1.27,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-12-10,2018,12,344,1,6.71,18.45,85.01,0.98,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-12-11,2018,12,345,1,8.59,17.86,84.08,0.76,73.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-12-12,2018,12,346,1,7.08,18.73,82.62,0.76,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-12-13,2018,12,347,1,5.93,18.91,83.96,0.93,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-12-14,2018,12,348,1,1.33,19.18,80.82,1.01,73.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-12-15,2018,12,349,1,1.81,20.08,78.43,1.03,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-12-16,2018,12,350,1,3.0,20.04,81.32,0.91,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-12-17,2018,12,351,1,8.88,19.82,83.55,0.93,73.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-12-18,2018,12,352,1,1.66,20.27,79.19,1.22,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-12-19,2018,12,353,1,3.17,20.37,79.57,0.98,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-12-20,2018,12,354,1,2.95,19.19,83.74,0.94,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-12-21,2018,12,355,1,2.97,19.61,80.23,1.04,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-12-22,2018,12,356,1,1.29,19.95,78.34,1.07,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-12-23,2018,12,357,1,2.25,20.11,79.18,1.16,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-12-24,2018,12,358,1,2.16,19.59,80.88,1.39,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-12-25,2018,12,359,1,2.09,19.53,77.44,1.42,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-12-26,2018,12,360,1,0.13,19.77,75.24,1.44,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2018-12-27,2018,12,361,1,1.88,20.07,74.35,1.25,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-12-28,2018,12,362,1,1.46,19.56,75.72,1.29,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-12-29,2018,12,363,1,0.71,19.69,73.67,1.32,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-12-30,2018,12,364,1,4.69,18.81,78.98,1.13,69.0,low
Nyabarongo Basin (Muhanga),moderate,2018-12-31,2018,12,365,1,4.46,18.18,80.83,1.06,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2019-01-01,2019,1,1,0,6.04,18.45,84.37,1.09,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2019-01-02,2019,1,2,0,0.15,20.61,75.14,1.38,70.0,low
Nyabarongo Basin (Muhanga),moderate,2019-01-03,2019,1,3,0,0.22,20.68,74.86,1.63,69.0,low
Nyabarongo Basin (Muhanga),moderate,2019-01-04,2019,1,4,0,1.53,20.15,78.31,1.19,69.0,low
Nyabarongo Basin (Muhanga),moderate,2019-01-05,2019,1,5,0,4.21,19.96,80.78,1.45,69.0,low
Nyabarongo Basin (Muhanga),moderate,2019-01-06,2019,1,6,0,0.69,20.23,74.49,1.43,69.0,low
Nyabarongo Basin (Muhanga),moderate,2019-01-07,2019,1,7,0,0.57,20.43,66.88,1.6,68.0,low
Nyabarongo Basin (Muhanga),moderate,2019-01-08,2019,1,8,0,2.9,20.09,69.87,1.66,68.0,low
Nyabarongo Basin (Muhanga),moderate,2019-01-09,2019,1,9,0,0.28,20.08,71.72,1.34,68.0,low
Nyabarongo Basin (Muhanga),moderate,2019-01-10,2019,1,10,0,0.32,20.04,68.79,1.21,67.0,low
Nyabarongo Basin (Muhanga),moderate,2019-01-11,2019,1,11,0,0.82,20.66,71.72,1.42,67.0,low
Nyabarongo Basin (Muhanga),moderate,2019-01-12,2019,1,12,0,1.05,20.36,73.01,1.41,66.0,low
Nyabarongo Basin (Muhanga),moderate,2019-01-13,2019,1,13,0,0.06,21.13,69.69,1.42,66.0,low
Nyabarongo Basin (Muhanga),moderate,2019-01-14,2019,1,14,0,0.32,21.61,68.36,0.97,66.0,low
Nyabarongo Basin (Muhanga),moderate,2019-01-15,2019,1,15,0,4.01,18.94,76.49,0.9,66.0,low
Nyabarongo Basin (Muhanga),moderate,2019-01-16,2019,1,16,0,2.38,18.2,82.79,1.02,66.0,low
Nyabarongo Basin (Muhanga),moderate,2019-01-17,2019,1,17,0,1.77,20.05,74.06,1.17,67.0,low
Nyabarongo Basin (Muhanga),moderate,2019-01-18,2019,1,18,0,6.58,19.42,79.17,0.96,67.0,low
Nyabarongo Basin (Muhanga),moderate,2019-01-19,2019,1,19,0,6.78,20.04,75.53,0.77,68.0,low
Nyabarongo Basin (Muhanga),moderate,2019-01-20,2019,1,20,0,17.93,20.63,75.92,0.92,69.0,low
Nyabarongo Basin (Muhanga),moderate,2019-01-21,2019,1,21,0,13.76,19.71,80.14,0.82,73.0,moderate
Nyabarongo Basin (Muhanga),moderate,2019-01-22,2019,1,22,0,0.06,20.45,74.69,0.75,72.0,low
